symbol,timestamp_utc,open,high,low,close,volume,source,timeframe
SPY,2022-02-10T00:00:00+00:00,430.639,436.717,426.686,428.706,146839151,stooq,1d
SPY,2022-02-11T00:00:00+00:00,428.791,430.888,418.809,420.255,160580337,stooq,1d
SPY,2022-02-14T00:00:00+00:00,419.738,421.347,415.372,418.886,128919746,stooq,1d
SPY,2022-02-15T00:00:00+00:00,423.376,425.805,422.848,425.633,92921779,stooq,1d
SPY,2022-02-16T00:00:00+00:00,423.566,427.5,421.671,426.112,88943373,stooq,1d
SPY,2022-02-17T00:00:00+00:00,422.887,426.084,416.398,417.01,107175180,stooq,1d
SPY,2022-02-18T00:00:00+00:00,417.268,418.54,412.013,414.309,139019659,stooq,1d
SPY,2022-02-22T00:00:00+00:00,412.081,415.527,406.33,409.87,130371925,stooq,1d
SPY,2022-02-23T00:00:00+00:00,412.82,413.383,402.021,402.595,138951647,stooq,1d
SPY,2022-02-24T00:00:00+00:00,392.164,409.096,391.8,408.654,224228181,stooq,1d
SPY,2022-02-25T00:00:00+00:00,409.908,417.757,408.233,417.671,127660168,stooq,1d
SPY,2022-02-28T00:00:00+00:00,412.214,418.102,410.941,416.598,152615423,stooq,1d
SPY,2022-03-01T00:00:00+00:00,415.085,417.116,407.515,410.253,144409919,stooq,1d
SPY,2022-03-02T00:00:00+00:00,412.541,419.546,411.773,417.805,123386188,stooq,1d
SPY,2022-03-03T00:00:00+00:00,420.265,420.876,413.899,415.728,110573674,stooq,1d
SPY,2022-03-04T00:00:00+00:00,411.947,413.486,408.25,412.349,119567770,stooq,1d
SPY,2022-03-07T00:00:00+00:00,411.754,412.473,400.127,400.194,144525891,stooq,1d
SPY,2022-03-08T00:00:00+00:00,400.374,407.611,396.08,397.161,172694138,stooq,1d
SPY,2022-03-09T00:00:00+00:00,405.639,409.812,403.429,407.804,122615056,stooq,1d
SPY,2022-03-10T00:00:00+00:00,403.141,406.874,401.152,405.965,98490358,stooq,1d
SPY,2022-03-11T00:00:00+00:00,408.482,409.104,400.29,400.806,100233959,stooq,1d
SPY,2022-03-14T00:00:00+00:00,401.582,405.074,396.719,397.866,100331336,stooq,1d
SPY,2022-03-15T00:00:00+00:00,400.519,407.258,399.228,406.626,111325565,stooq,1d
SPY,2022-03-16T00:00:00+00:00,410.166,415.698,405.316,415.64,151923458,stooq,1d
SPY,2022-03-17T00:00:00+00:00,413.698,420.839,413.316,420.839,107613026,stooq,1d
SPY,2022-03-18T00:00:00+00:00,419.211,425.776,418.466,425.452,111111872,stooq,1d
SPY,2022-03-21T00:00:00+00:00,425.28,427.308,421.776,425.327,92309533,stooq,1d
SPY,2022-03-22T00:00:00+00:00,426.734,431.252,426.734,430.307,77996169,stooq,1d
SPY,2022-03-23T00:00:00+00:00,427.739,429.251,424.677,424.764,82985916,stooq,1d
SPY,2022-03-24T00:00:00+00:00,426.81,431.175,425.682,431.165,67638351,stooq,1d
SPY,2022-03-25T00:00:00+00:00,431.807,433.548,429.194,433.271,80556948,stooq,1d
SPY,2022-03-28T00:00:00+00:00,432.67,436.353,430.756,436.353,71601220,stooq,1d
SPY,2022-03-29T00:00:00+00:00,440.286,442.248,437.569,441.75,90462062,stooq,1d
SPY,2022-03-30T00:00:00+00:00,440.592,441.412,436.885,439.022,83237555,stooq,1d
