symbol,timestamp_utc,open,high,low,close,volume,source,timeframe
QQQ,2012-10-19T00:00:00+00:00,60.0637,60.1166,58.6217,58.6943,84328842,stooq,1d
QQQ,2012-10-22T00:00:00+00:00,58.6393,59.1488,58.5304,58.9962,43160363,stooq,1d
QQQ,2012-10-23T00:00:00+00:00,58.5227,58.9335,58.255,58.4325,58852736,stooq,1d
QQQ,2012-10-24T00:00:00+00:00,58.7658,58.8648,58.1392,58.2275,44598740,stooq,1d
QQQ,2012-10-25T00:00:00+00:00,58.6306,58.7306,58.0591,58.2275,58853238,stooq,1d
QQQ,2012-10-26T00:00:00+00:00,58.2463,58.6393,57.7746,58.397,60676628,stooq,1d
QQQ,2012-10-31T00:00:00+00:00,58.3619,58.4325,57.8443,58.0403,43110544,stooq,1d
QQQ,2012-11-01T00:00:00+00:00,58.3698,58.9786,58.2365,58.8648,30152534,stooq,1d
QQQ,2012-11-02T00:00:00+00:00,59.1656,59.1656,58.1844,58.2365,49330760,stooq,1d
QQQ,2012-11-05T00:00:00+00:00,58.2589,58.7402,58.1217,58.6217,32563679,stooq,1d
QQQ,2012-11-06T00:00:00+00:00,58.7206,59.1306,58.4973,58.7306,33115549,stooq,1d
QQQ,2012-11-07T00:00:00+00:00,58.1217,58.1765,57.1051,57.3424,79146806,stooq,1d
QQQ,2012-11-08T00:00:00+00:00,57.4876,57.6374,56.4414,56.4414,65536580,stooq,1d
QQQ,2012-11-09T00:00:00+00:00,56.4669,57.2896,56.4414,56.6795,57681091,stooq,1d
QQQ,2012-11-12T00:00:00+00:00,57.0032,57.0768,56.5207,56.6707,36521700,stooq,1d
QQQ,2012-11-13T00:00:00+00:00,56.2092,56.8177,56.1011,56.2817,48408419,stooq,1d
QQQ,2012-11-14T00:00:00+00:00,56.5394,56.6198,55.5316,55.6189,92483861,stooq,1d
QQQ,2012-11-15T00:00:00+00:00,55.663,55.8436,55.2249,55.4318,61656321,stooq,1d
QQQ,2012-11-16T00:00:00+00:00,55.4777,55.8337,54.7876,55.6707,79304327,stooq,1d
QQQ,2012-11-19T00:00:00+00:00,56.2738,57.0395,56.2649,56.9934,61884703,stooq,1d
QQQ,2012-11-20T00:00:00+00:00,56.9846,57.0952,56.4669,57.0129,58184540,stooq,1d
QQQ,2012-11-21T00:00:00+00:00,57.0395,57.2118,56.8336,57.1325,21948493,stooq,1d
QQQ,2012-11-23T00:00:00+00:00,57.4786,58.0138,57.4168,57.9953,18422615,stooq,1d
QQQ,2012-11-26T00:00:00+00:00,57.8794,58.2823,57.6746,58.2463,29557150,stooq,1d
QQQ,2012-11-27T00:00:00+00:00,58.2275,58.4415,57.951,58.0492,28889752,stooq,1d
QQQ,2012-11-28T00:00:00+00:00,57.7846,58.5952,57.4159,58.549,31484534,stooq,1d
QQQ,2012-11-29T00:00:00+00:00,58.8196,59.1029,58.6039,58.8979,46008837,stooq,1d
QQQ,2012-11-30T00:00:00+00:00,58.9068,58.9518,58.6306,58.8019,37473905,stooq,1d
QQQ,2012-12-03T00:00:00+00:00,59.2648,59.3108,58.6579,58.6854,31578970,stooq,1d
QQQ,2012-12-04T00:00:00+00:00,58.7039,58.7744,58.2636,58.649,55508558,stooq,1d
QQQ,2012-12-05T00:00:00+00:00,58.5569,58.5669,57.6835,57.9953,60475738,stooq,1d
QQQ,2012-12-06T00:00:00+00:00,57.8275,58.5158,57.6646,58.3698,53169703,stooq,1d
QQQ,2012-12-07T00:00:00+00:00,58.6666,58.7206,57.8275,58.0224,33671268,stooq,1d
QQQ,2012-12-10T00:00:00+00:00,57.863,58.4973,57.863,58.1933,37155747,stooq,1d
QQQ,2012-12-11T00:00:00+00:00,58.6039,59.2833,58.5402,58.9518,45576747,stooq,1d
QQQ,2012-12-12T00:00:00+00:00,59.2393,59.2648,58.6666,58.8275,51373415,stooq,1d
QQQ,2012-12-13T00:00:00+00:00,58.7206,59.1217,58.114,58.3619,50853833,stooq,1d
QQQ,2012-12-14T00:00:00+00:00,57.9953,58.1579,57.612,57.8099,44344481,stooq,1d
QQQ,2012-12-17T00:00:00+00:00,57.8443,58.5952,57.7846,58.5765,47321529,stooq,1d
QQQ,2012-12-18T00:00:00+00:00,58.8452,59.5597,58.7138,59.4706,62205579,stooq,1d
QQQ,2012-12-19T00:00:00+00:00,59.6235,59.6588,59.1746,59.2126,38962377,stooq,1d
QQQ,2012-12-20T00:00:00+00:00,59.3205,59.3452,58.9158,59.2126,45577199,stooq,1d
QQQ,2012-12-21T00:00:00+00:00,58.313,58.6629,58.0512,58.5913,56906586,stooq,1d
QQQ,2012-12-24T00:00:00+00:00,58.4646,58.5362,58.3371,58.4745,12706184,stooq,1d
QQQ,2012-12-26T00:00:00+00:00,58.4834,58.5726,57.7756,57.9627,24211538,stooq,1d
QQQ,2012-12-27T00:00:00+00:00,58.0069,58.0893,57.1561,57.8736,58905302,stooq,1d
QQQ,2012-12-28T00:00:00+00:00,57.4502,57.8962,57.2866,57.3138,36793574,stooq,1d
QQQ,2012-12-31T00:00:00+00:00,57.2266,58.6363,57.1384,58.5284,64037316,stooq,1d
QQQ,2013-01-02T00:00:00+00:00,59.9283,60.4157,59.7432,60.388,78598379,stooq,1d
QQQ,2013-01-03T00:00:00+00:00,60.388,60.5185,59.8921,60.0773,52697140,stooq,1d
QQQ,2013-01-04T00:00:00+00:00,60.097,60.1039,59.7344,59.8744,37804572,stooq,1d
QQQ,2013-01-07T00:00:00+00:00,59.7255,59.995,59.5345,59.8921,29774967,stooq,1d
QQQ,2013-01-08T00:00:00+00:00,59.8844,60.049,59.4628,59.7764,31978811,stooq,1d
QQQ,2013-01-09T00:00:00+00:00,59.8647,60.1618,59.8021,60.0029,28489006,stooq,1d
QQQ,2013-01-10T00:00:00+00:00,60.398,60.4508,59.8021,60.3587,41762780,stooq,1d
QQQ,2013-01-11T00:00:00+00:00,60.3333,60.4706,60.2067,60.443,23545760,stooq,1d
QQQ,2013-01-14T00:00:00+00:00,60.1205,60.342,59.9098,60.1716,40917222,stooq,1d
QQQ,2013-01-15T00:00:00+00:00,59.8744,59.9657,59.6077,59.8744,35237345,stooq,1d
QQQ,2013-01-16T00:00:00+00:00,59.9852,60.3235,59.847,60.1205,37641937,stooq,1d
